ts,open,high,low,close,volume
2017-08-12,1700.86,1783.28,1700.86,1725.74,7191.58
2017-08-13,1716.54,1744.66,1697.38,1723.37,52473.08
2017-08-14,1777.79,1833.64,1763.45,1794.78,103045.37
2017-08-15,1833.53,1833.53,1795.86,1819.17,113480.13
2017-08-16,1852.14,1866.81,1844.57,1851.26,56455.98
2017-08-17,1902.6,1954.98,1848.78,1891.38,16936.71
2017-08-18,1933.91,1941.16,1895.71,1924.14,22836.35
2017-08-19,1975.76,2045.56,1911.72,1970.87,17627.91
2017-08-20,2060.93,2134.55,2027.2,2067.82,8662.5
2017-08-21,2076.14,2104.85,2072.16,2085.21,18055.44
2017-08-22,2106.21,2166.97,2096.36,2140.82,47362.19
2017-08-23,2139.74,2192.51,2073.19,2137.31,11440.57
2017-08-24,2256.58,2317.53,2183.05,2251.17,3698.67
2017-08-25,2200.96,2256.48,2130.28,2201.8,8410.57
2017-08-26,2351.27,2393.07,2310.61,2348.58,44214.58
2017-08-27,2326.13,2385.2,2289.56,2348.8,5811.98
2017-08-28,2232.16,2266.1,2211.53,2237.43,15719.9
2017-08-29,2239.15,2304.2,2140.91,2250.86,16875.46
2017-08-30,2212.85,2242.95,2148.53,2201.14,28170.67
2017-08-31,2271.01,2298.84,2237.06,2270.26,27682.05
2017-09-01,2210.95,2264.74,2201.63,2222.33,31577.01
2017-09-02,2188.37,2217.1,2177.07,2191.17,20343.5
2017-09-03,2038.42,2082.91,2038.42,2054.03,10736.58
2017-09-04,2019.49,2068.33,1985.26,2024.8,46987.63
2017-09-05,1871.59,1902.89,1817.1,1862.91,5556.19
2017-09-06,1750.44,1783.41,1750.44,1765.09,42485.3
2017-09-07,1814.53,1837.45,1798.36,1815.42,56844.62
2017-09-08,1857.63,1961.79,1772.16,1868.84,147731.12
2017-09-09,1879.49,1928.3,1834.52,1899.73,12468.32
2017-09-10,1866.71,1889.67,1796.61,1839.26,14546.03
2017-09-11,1857.4,1866.46,1809.96,1838.95,23762.96
2017-09-12,1832.67,1919.32,1794.29,1841.48,22387.42
2017-09-13,1766.86,1849.0,1698.49,1770.97,44343.03
2017-09-14,1839.21,1902.46,1837.32,1869.45,34604.33
2017-09-15,1909.22,1941.44,1909.22,1930.64,17211.67
2017-09-16,1901.33,1932.56,1899.49,1918.64,21081.85
2017-09-17,1922.82,1933.9,1907.69,1923.33,48116.28
2017-09-18,1938.54,1980.75,1882.4,1940.32,8283.86
2017-09-19,1814.02,1885.28,1762.5,1809.21,18877.64
2017-09-20,1806.07,1829.61,1765.21,1796.32,35462.88
2017-09-21,1760.49,1802.22,1723.18,1756.59,9685.85
2017-09-22,1683.92,1734.67,1651.39,1698.62,1336.7
2017-09-23,1688.88,1747.52,1648.19,1684.51,72238.92
2017-09-24,1805.73,1824.1,1745.34,1796.6,22383.73
2017-09-25,1833.82,1858.39,1821.71,1840.11,8326.41
2017-09-26,1779.71,1826.42,1762.0,1806.4,47523.42
2017-09-27,1863.21,1901.15,1807.01,1845.73,19277.52
2017-09-28,1942.66,1950.84,1921.13,1941.29,9968.5
2017-09-29,1963.6,2047.56,1962.3,2008.15,30699.63
2017-09-30,2048.75,2050.29,1973.8,2015.37,23803.63
2017-10-01,1965.65,2022.7,1911.02,1973.2,13975.38
2017-10-02,2064.57,2083.91,1973.92,2025.05,12342.85
2017-10-03,2062.43,2088.72,1967.66,2056.22,10058.39
2017-10-04,2121.4,2162.63,2074.28,2124.85,41222.1
2017-10-05,2179.07,2209.8,2128.58,2175.88,8438.03
2017-10-06,2247.85,2313.74,2185.79,2260.68,12120.84
2017-10-07,2223.14,2294.56,2157.76,2222.05,24857.84
2017-10-08,2365.5,2365.5,2284.43,2330.4,73793.21
2017-10-09,2333.2,2385.95,2274.6,2350.1,25554.85
2017-10-10,2541.74,2586.17,2487.56,2530.94,36900.49
2017-10-11,2460.08,2528.05,2415.46,2474.33,24989.59
2017-10-12,2629.73,2668.16,2603.46,2633.27,47685.65
2017-10-13,2679.66,2679.66,2622.97,2655.56,108844.63
2017-10-14,2610.54,2618.01,2588.24,2599.59,16260.03
2017-10-15,2575.05,2617.53,2483.87,2559.78,23322.65
2017-10-16,2536.47,2561.17,2490.79,2535.03,26485.05
2017-10-17,2597.87,2597.87,2560.3,2576.81,35245.55
2017-10-18,2608.37,2683.64,2583.16,2628.34,25670.09
2017-10-19,2547.36,2609.13,2519.96,2579.96,14932.7
2017-10-20,2616.45,2637.37,2538.95,2581.63,22940.39
2017-10-21,2778.31,2819.02,2742.1,2786.82,161985.27
2017-10-22,2974.69,3114.02,2894.55,2964.96,29855.91
2017-10-23,3056.51,3081.27,2933.2,3015.11,5040.64
2017-10-24,3033.9,3133.82,2902.76,3023.65,16951.94
2017-10-25,3095.21,3113.86,2976.85,3040.94,23507.38
2017-10-26,3115.0,3206.85,3014.49,3111.61,20808.62
2017-10-27,2989.66,3030.11,2974.75,3006.7,22004.6
2017-10-28,2959.11,2998.45,2959.11,2984.21,29213.31
2017-10-29,2825.92,2829.18,2805.47,2819.14,34800.14
2017-10-30,2811.88,2917.52,2799.43,2863.1,28518.95
2017-10-31,2940.71,3004.87,2895.29,2933.09,49661.0
2017-11-01,2921.96,2922.3,2820.05,2888.24,7012.25
2017-11-02,3055.98,3070.08,3042.12,3056.39,19005.75
2017-11-03,2936.9,2998.52,2886.76,2932.44,32855.62
2017-11-04,2810.55,2888.68,2715.47,2790.11,28421.77
2017-11-05,2831.42,2868.21,2787.73,2816.34,13747.32
2017-11-06,2953.01,3023.88,2877.41,2925.85,15166.34
2017-11-07,3107.66,3143.99,3060.25,3108.13,11874.45
2017-11-08,3008.04,3124.65,2976.71,3063.21,50821.46
2017-11-09,3215.81,3253.52,3083.0,3185.84,5298.55
2017-11-10,3180.24,3228.73,3139.42,3186.32,8363.67
2017-11-11,3150.77,3232.06,3150.77,3171.88,32582.9
2017-11-12,3285.23,3322.72,3185.54,3276.43,36061.54
2017-11-13,3362.14,3461.62,3295.54,3357.13,6583.37
2017-11-14,3162.61,3230.4,3106.42,3181.69,38482.19
2017-11-15,3320.96,3401.98,3286.66,3355.47,27016.8
2017-11-16,3540.03,3585.96,3410.39,3526.81,35429.53
2017-11-17,3432.12,3528.88,3349.02,3455.61,24822.46
2017-11-18,3512.28,3599.12,3458.77,3509.07,32953.14
2017-11-19,3586.32,3653.41,3506.45,3575.64,33915.76
2017-11-20,3641.82,3655.49,3554.39,3613.82,34262.23
2017-11-21,3610.39,3619.38,3491.43,3550.21,28521.88
2017-11-22,3479.52,3519.39,3428.37,3472.93,21881.38
2017-11-23,3463.21,3585.11,3357.19,3475.04,21986.05
2017-11-24,3674.18,3724.89,3536.38,3626.07,28243.39
2017-11-25,3732.31,3813.01,3634.56,3701.27,45529.11
2017-11-26,3663.98,3737.97,3539.03,3659.05,113192.17
2017-11-27,3772.0,3877.56,3689.89,3764.87,35941.35
2017-11-28,3413.47,3550.72,3323.51,3412.74,31657.39
2017-11-29,3562.7,3622.51,3474.06,3558.08,62047.4
2017-11-30,3350.19,3450.14,3285.83,3352.92,32110.37
2017-12-01,3289.77,3372.79,3225.19,3315.63,10005.33
2017-12-02,3193.22,3275.46,3148.94,3192.99,12969.18
2017-12-03,3093.23,3093.23,3036.12,3056.11,100483.95
2017-12-04,3166.81,3270.73,3148.19,3187.62,13176.04
2017-12-05,3133.75,3194.36,3080.5,3140.57,36761.38
2017-12-06,3160.94,3259.79,3071.67,3183.66,10570.99
2017-12-07,3212.68,3245.36,3116.93,3183.21,65137.81
2017-12-08,3263.18,3387.34,3148.36,3241.66,16150.45
2017-12-09,3221.98,3315.84,3177.05,3255.27,24941.76
2017-12-10,3066.66,3169.3,3039.63,3117.0,19401.06
2017-12-11,3254.83,3268.66,3128.29,3232.45,34946.48
2017-12-12,3147.74,3211.73,3142.61,3181.83,26743.26
2017-12-13,3037.64,3062.08,2953.5,3017.65,48142.45
2017-12-14,2962.63,3005.42,2962.63,2977.23,39240.24
2017-12-15,3159.98,3195.88,3061.07,3142.5,29190.08
2017-12-16,3253.8,3327.83,3181.44,3242.28,39299.2
2017-12-17,3194.0,3279.08,3073.39,3207.77,40845.31
2017-12-18,3151.23,3202.63,3143.23,3173.55,16961.32
2017-12-19,3157.21,3176.44,3116.27,3142.73,15949.07
2017-12-20,3365.99,3446.25,3328.64,3384.75,80982.87
2017-12-21,3465.93,3518.48,3349.14,3435.45,41201.08
2017-12-22,3469.53,3566.42,3432.76,3492.78,32393.18
2017-12-23,3636.63,3671.56,3535.06,3626.47,12371.43
2017-12-24,3650.96,3758.42,3578.99,3662.39,5622.37
2017-12-25,3634.95,3674.15,3592.59,3634.78,18592.19
2017-12-26,3595.05,3738.95,3444.29,3615.31,16353.04
2017-12-27,3606.51,3725.65,3538.26,3611.67,18324.12
2017-12-28,3557.27,3677.4,3557.27,3612.39,46468.55
2017-12-29,3686.99,3766.97,3660.1,3711.13,79847.41
2017-12-30,3705.96,3774.15,3674.54,3723.46,57166.9
2017-12-31,3823.71,4002.68,3704.91,3825.91,14520.89
2018-01-01,3829.18,3829.18,3760.91,3799.09,36242.79
2018-01-02,3781.4,3869.01,3724.97,3802.63,15957.13
2018-01-03,3459.45,3459.45,3386.72,3430.76,5368.07
2018-01-04,3556.17,3643.77,3506.74,3580.84,22082.37
2018-01-05,3600.3,3765.37,3539.38,3632.51,64419.56
2018-01-06,3749.55,3903.66,3677.26,3806.93,18030.78
2018-01-07,3299.77,3386.77,3176.77,3283.83,45485.54
2018-01-08,3636.85,3782.79,3538.56,3634.35,13796.08
2018-01-09,3614.02,3631.48,3569.11,3598.26,40733.3
2018-01-10,3795.86,3863.52,3708.9,3791.87,19388.85
2018-01-11,3588.7,3613.98,3562.29,3588.97,79422.52
2018-01-12,3697.94,3796.29,3506.87,3689.54,18304.75
2018-01-13,3549.85,3559.97,3445.38,3489.76,15187.41
2018-01-14,3359.68,3420.52,3261.26,3372.46,75909.31
2018-01-15,3752.39,3752.39,3593.73,3700.04,14828.17
2018-01-16,3678.87,3715.02,3606.39,3653.96,27867.82
2018-01-17,3693.59,3740.26,3616.9,3682.83,14909.48
2018-01-18,3852.08,3877.44,3801.75,3835.06,49382.51
2018-01-19,3858.66,4004.89,3858.66,3919.52,66637.73
2018-01-20,3929.04,4003.59,3884.02,3937.28,13769.4
2018-01-21,3976.34,4019.03,3963.23,3997.78,36604.76
2018-01-22,4570.71,4572.77,4390.47,4494.75,39761.58
2018-01-23,4456.19,4692.27,4264.81,4468.39,26366.35
2018-01-24,4498.96,4561.82,4434.25,4500.03,80813.01
2018-01-25,4726.8,4774.87,4675.91,4728.54,80636.83
2018-01-26,4943.34,5013.01,4943.34,4982.31,12154.48
2018-01-27,5247.5,5447.69,5188.88,5271.13,63534.9
2018-01-28,5461.34,5546.34,5256.5,5425.88,36326.36
2018-01-29,5079.18,5150.02,5079.18,5109.14,29287.25
2018-01-30,5541.08,5571.61,5476.24,5527.31,20149.72
2018-01-31,5166.25,5434.34,5033.59,5203.78,7372.09
2018-02-01,5322.07,5357.25,5131.07,5267.29,30296.01
2018-02-02,5073.13,5097.1,5023.54,5057.15,30795.45
2018-02-03,4964.75,5202.62,4910.64,5025.86,118668.51
2018-02-04,5076.89,5144.16,5037.33,5093.85,14046.8
2018-02-05,5179.58,5290.37,5076.68,5160.85,6665.85
2018-02-06,5242.32,5476.39,5032.92,5255.09,9403.25
2018-02-07,5686.21,5918.11,5447.0,5679.62,86874.03
2018-02-08,5791.59,5867.03,5725.16,5792.48,17032.52
2018-02-09,5744.62,5927.71,5601.04,5705.05,72454.86
2018-02-10,5989.85,6105.79,5813.19,5968.86,24564.08
2018-02-11,6313.21,6589.27,6126.59,6315.65,11271.25
2018-02-12,5922.7,6004.52,5795.76,5921.86,121092.66
2018-02-13,6030.44,6336.71,5826.61,6083.13,70273.26
2018-02-14,6355.05,6456.41,6111.25,6281.31,21281.23
2018-02-15,6205.95,6205.95,6117.77,6170.01,54436.92
2018-02-16,6572.14,6796.56,6259.59,6589.55,27247.24
2018-02-17,6523.2,6780.27,6285.56,6520.71,35003.35
2018-02-18,6595.25,6729.84,6414.93,6542.12,101046.65
2018-02-19,6518.55,6547.02,6417.08,6466.33,7306.57
2018-02-20,6461.18,6742.86,6314.97,6451.98,18491.93
2018-02-21,6041.99,6262.03,5846.53,6089.54,25069.32
2018-02-22,5731.69,5741.99,5583.58,5649.52,31771.65
2018-02-23,6133.29,6282.49,5990.1,6100.04,9020.5
2018-02-24,5839.88,5868.61,5766.49,5829.6,50780.67
2018-02-25,5499.07,5600.47,5492.17,5531.05,9639.15
2018-02-26,4953.89,5109.13,4895.76,4951.59,8841.48
2018-02-27,4712.12,4897.53,4699.5,4781.53,19605.33
2018-02-28,4488.49,4605.54,4378.88,4462.04,108572.95
2018-03-01,4847.85,4847.85,4800.34,4829.33,183194.66
2018-03-02,5073.52,5189.58,4813.81,5064.21,35588.03
2018-03-03,4840.79,4914.14,4828.9,4878.27,19836.1
2018-03-04,5463.12,5472.58,5389.84,5443.44,27456.27
2018-03-05,5727.75,5727.75,5666.86,5700.2,31809.05
2018-03-06,5558.32,5722.44,5455.85,5591.56,78502.76
2018-03-07,4956.66,5005.96,4795.66,4919.9,9063.4
2018-03-08,5523.56,5609.73,5421.58,5500.48,63058.84
2018-03-09,5104.7,5275.08,4890.03,5115.92,7695.76
2018-03-10,4677.13,4730.02,4677.13,4697.77,16285.87
2018-03-11,4922.34,5085.84,4852.76,4929.39,23971.52
2018-03-12,5509.13,5678.08,5445.41,5552.25,33726.25
2018-03-13,5944.68,6046.12,5808.98,5932.33,24356.33
2018-03-14,6110.88,6154.76,6057.94,6083.7,28169.26
2018-03-15,6306.97,6461.58,6141.13,6248.55,25361.98
2018-03-16,6516.89,6597.43,6380.98,6501.42,7304.27
2018-03-17,6753.72,6855.62,6501.88,6732.64,39210.8
2018-03-18,6792.92,6972.07,6705.57,6807.51,47423.21
2018-03-19,6774.87,6898.37,6756.57,6822.57,72561.6
2018-03-20,6757.56,7003.43,6598.43,6780.88,108558.18
2018-03-21,6584.83,6600.55,6409.46,6510.45,34256.37
2018-03-22,6432.96,6632.19,6230.39,6400.49,76142.7
2018-03-23,5882.5,6075.98,5772.77,5863.39,24754.63
2018-03-24,5755.48,5881.58,5755.48,5817.15,7640.25
2018-03-25,5533.83,5638.03,5280.04,5520.02,52336.35
2018-03-26,5152.63,5357.11,5139.58,5208.03,43607.29
2018-03-27,5199.68,5271.59,5199.68,5239.34,24158.39
2018-03-28,5548.81,5777.6,5528.24,5600.17,23111.55
2018-03-29,5809.59,5961.54,5803.33,5845.73,35753.18
2018-03-30,5423.99,5582.24,5228.6,5388.07,18477.73
2018-03-31,5121.86,5283.69,4987.98,5112.59,34322.81
2018-04-01,5302.46,5524.25,5088.59,5342.77,11566.42
2018-04-02,5047.85,5163.72,4953.72,5071.41,12596.91
2018-04-03,5019.68,5083.55,4906.04,4999.75,8361.49
2018-04-04,5152.37,5290.32,4990.7,5123.77,145102.27
2018-04-05,4872.18,4927.72,4818.57,4866.98,25440.37
2018-04-06,4833.25,5006.85,4818.96,4878.03,63096.37
2018-04-07,4534.59,4620.74,4407.75,4549.61,9925.23
2018-04-08,4439.61,4439.61,4344.35,4401.62,20586.69
2018-04-09,4415.97,4565.95,4402.83,4459.17,37046.37
2018-04-10,4117.75,4232.01,4024.96,4105.44,76857.84
2018-04-11,4255.28,4321.72,4098.96,4184.28,14647.92
2018-04-12,4158.54,4215.21,4124.22,4167.66,17184.17
2018-04-13,4314.82,4314.82,4228.29,4271.56,12606.58
2018-04-14,4283.02,4361.07,4226.13,4306.71,21582.64
2018-04-15,4524.27,4803.72,4411.35,4596.9,10563.75
2018-04-16,4590.54,4642.06,4568.69,4611.91,7569.81
2018-04-17,4473.15,4686.19,4362.2,4500.43,29330.12
2018-04-18,4466.0,4539.71,4466.0,4514.47,40787.97
2018-04-19,4609.44,4683.7,4509.22,4624.89,9607.53
2018-04-20,4658.96,4729.5,4547.08,4622.31,13931.38
2018-04-21,4595.88,4719.89,4460.95,4617.83,22058.63
2018-04-22,4431.83,4516.32,4384.04,4445.2,93329.5
2018-04-23,4334.4,4428.91,4163.92,4287.4,2464.51
2018-04-24,3961.19,4055.83,3927.08,3985.05,33746.15
2018-04-25,4357.8,4513.62,4191.42,4336.33,40947.32
2018-04-26,4007.16,4166.56,3913.1,4062.65,13389.99
2018-04-27,3882.31,3958.98,3873.44,3912.55,17854.65
2018-04-28,3756.77,3837.3,3620.89,3763.2,30737.31
2018-04-29,3961.58,4008.33,3834.93,3923.62,23060.7
2018-04-30,3826.55,3905.59,3826.55,3854.6,91826.68
2018-05-01,4060.2,4157.27,4051.84,4090.45,25708.15
2018-05-02,3951.75,3989.73,3897.91,3943.15,47047.17
2018-05-03,4000.37,4094.65,3869.13,3986.57,33890.05
2018-05-04,3780.45,3937.7,3650.61,3812.04,41067.57
2018-05-05,4213.26,4288.09,4197.49,4230.93,12745.5
2018-05-06,4009.62,4021.86,3899.77,3975.06,27762.04
2018-05-07,3987.03,4156.61,3939.05,4025.03,22446.22
2018-05-08,4153.49,4334.61,4061.62,4142.17,13364.41
2018-05-09,4198.64,4304.67,4101.23,4216.1,49742.03
2018-05-10,4211.44,4247.85,4056.97,4164.71,4728.64
2018-05-11,4144.52,4221.93,4024.4,4125.37,69606.06
2018-05-12,4151.07,4183.17,4034.75,4122.03,4015.76
2018-05-13,4062.04,4163.61,3954.99,4079.59,20937.15
2018-05-14,4296.34,4387.89,4146.06,4268.19,50433.38
2018-05-15,4783.07,4850.58,4662.3,4752.71,9255.68
2018-05-16,4627.37,4745.0,4533.31,4608.22,33531.68
2018-05-17,4280.58,4466.24,4102.19,4290.28,30587.7
2018-05-18,4264.12,4415.86,4079.08,4258.59,30841.64
2018-05-19,4772.29,4874.53,4772.29,4830.37,18143.14
2018-05-20,4691.31,4694.89,4587.28,4626.21,16470.39
2018-05-21,4982.1,5078.77,4944.98,5006.29,6849.1
2018-05-22,5413.51,5605.58,5329.07,5428.05,22289.17
2018-05-23,5208.55,5310.74,5162.13,5264.05,50327.56
2018-05-24,5428.8,5526.3,5229.3,5399.73,16809.32
2018-05-25,5864.95,5962.53,5735.19,5840.22,17622.37
2018-05-26,5699.88,5783.27,5586.27,5713.39,86814.31
2018-05-27,5589.12,5675.43,5589.12,5638.59,21327.53
2018-05-28,5429.47,5539.57,5401.94,5460.55,32122.54
2018-05-29,5193.9,5279.94,4917.71,5174.86,37026.15
2018-05-30,5004.6,5036.8,4892.42,4994.55,21087.89
2018-05-31,4682.26,4729.2,4614.35,4683.99,41255.58
2018-06-01,4662.06,4791.1,4584.07,4677.93,52783.55
2018-06-02,4431.1,4559.79,4399.74,4487.77,49122.35
2018-06-03,4556.41,4556.41,4505.24,4526.94,53754.46
2018-06-04,4127.46,4245.41,4105.24,4175.57,4481.56
2018-06-05,4225.59,4314.28,4092.31,4232.51,9295.95
2018-06-06,4362.99,4541.9,4320.94,4399.41,15774.17
2018-06-07,4001.63,4006.86,3884.27,3970.07,12501.76
2018-06-08,4051.69,4124.8,3955.34,4032.91,13298.17
2018-06-09,4263.15,4483.36,4194.68,4275.37,48399.87
2018-06-10,4034.58,4103.01,3924.62,4012.4,25761.7
2018-06-11,4309.34,4390.21,4309.34,4349.31,21319.52
2018-06-12,4425.27,4474.98,4361.43,4428.09,19885.56
2018-06-13,4225.95,4364.27,4212.66,4261.91,17244.73
2018-06-14,4272.06,4308.58,4060.83,4237.31,19563.21
2018-06-15,4357.23,4413.63,4302.33,4344.22,72174.72
2018-06-16,4370.3,4492.26,4261.54,4347.7,5799.08
2018-06-17,4434.44,4489.35,4434.44,4453.03,66050.9
2018-06-18,4265.21,4287.2,4126.1,4239.94,148737.69
2018-06-19,4225.1,4415.18,4111.94,4263.19,65438.66
2018-06-20,3929.51,4035.87,3880.88,3960.35,10702.96
2018-06-21,3921.09,4046.33,3836.68,3926.59,16001.19
2018-06-22,3713.85,3766.46,3697.52,3741.83,53804.5
2018-06-23,3616.33,3649.08,3533.93,3595.92,19245.6
2018-06-24,3799.27,3838.91,3783.12,3813.72,15723.31
2018-06-25,3980.82,4097.79,3920.82,4015.53,21815.63
2018-06-26,4087.35,4179.5,4054.48,4127.31,9658.52
2018-06-27,3917.97,4074.23,3733.41,3896.24,21267.11
2018-06-28,3765.73,3880.09,3765.73,3823.59,8981.34
2018-06-29,4017.76,4201.32,3977.49,4050.52,42181.78
2018-06-30,4098.79,4098.79,3985.67,4067.1,12047.15
2018-07-01,4540.96,4654.5,4459.53,4553.51,24872.78
2018-07-02,4654.1,4654.1,4598.76,4630.03,16748.61
2018-07-03,4676.64,4704.53,4623.04,4660.7,32460.63
2018-07-04,4568.49,4709.43,4474.93,4575.47,46099.93
2018-07-05,4542.34,4615.52,4542.34,4592.33,30036.96
2018-07-06,4499.84,4603.52,4499.84,4543.8,13628.39
2018-07-07,4643.04,4846.69,4599.3,4693.46,15247.44
2018-07-08,4927.61,5157.89,4741.57,4908.68,158617.32
2018-07-09,4730.58,4756.01,4603.84,4705.37,51108.67
2018-07-10,4358.32,4494.5,4282.44,4389.18,20317.78
2018-07-11,3989.65,4039.4,3927.94,3992.16,14934.63
2018-07-12,4082.86,4136.33,3999.33,4082.59,7488.76
2018-07-13,3854.3,3933.0,3700.25,3851.89,58159.8
2018-07-14,3427.41,3570.16,3315.99,3448.43,13262.49
2018-07-15,3551.49,3643.73,3342.02,3505.55,54469.28
2018-07-16,3980.5,4020.56,3921.02,3959.03,45806.03
2018-07-17,3948.28,4052.5,3872.47,3945.97,69718.24
2018-07-18,4085.57,4120.95,4076.53,4102.59,43465.63
2018-07-19,4079.69,4143.59,4075.46,4107.07,20027.42
2018-07-20,4087.54,4111.95,4038.27,4074.57,23978.24
2018-07-21,4237.29,4457.77,4056.11,4253.41,24218.11
2018-07-22,4184.03,4354.68,4025.74,4179.56,19129.21
2018-07-23,4158.96,4388.55,4137.37,4223.13,6477.81
2018-07-24,4260.62,4333.69,4150.34,4278.75,4237.18
2018-07-25,4122.18,4170.81,4043.6,4125.79,43482.51
2018-07-26,4345.52,4345.52,4292.38,4322.61,20571.63
2018-07-27,4240.6,4322.03,4186.95,4272.12,51204.23
2018-07-28,4052.63,4144.51,4046.65,4101.38,17483.32
2018-07-29,4215.21,4317.49,4130.27,4200.27,23704.07
2018-07-30,4001.67,4108.3,3900.95,4003.73,49741.13
2018-07-31,3958.97,4043.1,3958.97,3997.36,82053.44
2018-08-01,3968.07,4016.12,3968.07,3983.57,18355.34
2018-08-02,4171.54,4247.95,4162.1,4193.24,10658.76
2018-08-03,4278.22,4324.52,4164.04,4281.09,62699.29
2018-08-04,4310.31,4337.16,4092.15,4262.93,18877.4
2018-08-05,4389.25,4556.72,4290.72,4427.54,16155.22
2018-08-06,4752.43,4844.3,4630.64,4732.04,17387.63
2018-08-07,4795.16,4924.37,4795.16,4851.3,13500.14
2018-08-08,4853.24,4907.02,4775.92,4839.27,44540.57
2018-08-09,4550.64,4550.64,4487.16,4518.46,8177.56
2018-08-10,4276.13,4410.74,4170.02,4271.29,25775.32
2018-08-11,4171.58,4310.3,4108.31,4194.0,28969.0
2018-08-12,4095.92,4101.28,4007.79,4055.93,14662.09
2018-08-13,4017.33,4106.54,3935.26,4006.15,84179.92
2018-08-14,4010.4,4078.75,3896.42,4005.48,48516.62
2018-08-15,4067.27,4176.92,4031.24,4100.66,16465.1
2018-08-16,4085.85,4167.32,3938.86,4073.99,21747.38
2018-08-17,4139.0,4244.5,4111.79,4161.8,48489.27
2018-08-18,4173.1,4277.53,4071.99,4162.73,25278.33
2018-08-19,3761.38,3795.41,3744.23,3759.92,72261.48
2018-08-20,3607.69,3609.59,3534.98,3576.67,36923.3
2018-08-21,3524.04,3570.55,3487.26,3540.36,28718.91
2018-08-22,3318.61,3347.8,3299.64,3322.58,28414.72
2018-08-23,3435.3,3516.94,3356.84,3413.5,290666.37
2018-08-24,3667.05,3774.15,3562.81,3673.98,10410.14
2018-08-25,3892.46,3934.35,3843.73,3893.13,9833.22
2018-08-26,3827.77,3958.65,3757.82,3840.27,19438.47
2018-08-27,4119.65,4171.83,4078.15,4125.05,72895.98
2018-08-28,4165.62,4219.1,4061.51,4143.38,3301.86
2018-08-29,4095.28,4095.28,3992.54,4061.93,5160.81
2018-08-30,3874.7,4011.7,3839.58,3927.44,17152.1
2018-08-31,3817.87,3890.35,3784.34,3856.9,128614.74
2018-09-01,3767.17,3815.6,3659.37,3771.43,24036.63
2018-09-02,3793.82,3894.32,3729.74,3792.31,9296.61
2018-09-03,3804.8,4009.11,3666.43,3811.43,45492.71
2018-09-04,3783.77,3816.95,3762.93,3800.59,89056.51
2018-09-05,3834.72,3910.4,3825.31,3872.9,14154.27
2018-09-06,4078.13,4119.48,4051.67,4098.15,34067.64
2018-09-07,4312.56,4389.14,4230.02,4284.54,26934.51
2018-09-08,3969.0,4006.32,3940.15,3966.04,37351.62
2018-09-09,3498.95,3637.11,3395.63,3480.14,16232.97
2018-09-10,3600.65,3723.73,3576.46,3635.65,38853.42
2018-09-11,3424.42,3448.36,3331.96,3385.31,45757.05
2018-09-12,3322.45,3421.58,3245.25,3337.45,41395.94
2018-09-13,3150.29,3166.71,3117.95,3138.36,6362.49
2018-09-14,2856.51,2907.47,2817.02,2859.37,7362.09
2018-09-15,2916.39,2991.52,2874.63,2929.04,13373.35
2018-09-16,3043.75,3109.66,2979.03,3033.25,28802.27
2018-09-17,2952.35,2968.05,2911.02,2938.23,36312.77
2018-09-18,2592.85,2592.85,2545.9,2573.47,9926.05
2018-09-19,2509.4,2543.38,2386.02,2496.63,29858.63
2018-09-20,2551.08,2560.64,2515.13,2538.4,49126.59
2018-09-21,2371.93,2417.6,2254.81,2350.41,39209.27
2018-09-22,2375.01,2422.79,2262.26,2364.95,15909.29
2018-09-23,2355.33,2390.19,2318.06,2356.06,17113.63
2018-09-24,2424.34,2450.14,2383.74,2418.03,8146.99
2018-09-25,2440.96,2440.96,2392.34,2425.25,92581.43
2018-09-26,2328.78,2387.34,2216.68,2303.16,33545.53
2018-09-27,2408.37,2523.97,2406.3,2437.83,6336.1
2018-09-28,2374.88,2514.19,2307.13,2411.34,61368.81
2018-09-29,2426.74,2474.37,2321.08,2400.84,38948.45
2018-09-30,2269.94,2328.35,2205.16,2284.52,59667.48
2018-10-01,2212.83,2248.52,2212.83,2227.75,14665.03
2018-10-02,2099.63,2148.5,2099.63,2124.95,16367.77
2018-10-03,2130.62,2144.75,2049.69,2100.35,11941.05
2018-10-04,2297.18,2312.18,2258.99,2281.17,124840.6
2018-10-05,2112.74,2140.51,2112.74,2123.56,15328.56
2018-10-06,1941.32,2025.37,1883.99,1953.09,10626.2
2018-10-07,2096.8,2116.04,2076.59,2095.88,13632.52
2018-10-08,2082.06,2147.32,2011.39,2067.85,17626.39
2018-10-09,1989.13,2058.05,1959.52,1993.82,79279.27
2018-10-10,2080.78,2116.92,2074.07,2093.94,28544.31
2018-10-11,2043.79,2122.07,1972.8,2025.4,61289.82
2018-10-12,2211.92,2249.78,2189.28,2212.38,28798.47
2018-10-13,2278.3,2334.31,2245.45,2281.8,19868.09
2018-10-14,2230.65,2253.54,2173.9,2220.14,9956.3
2018-10-15,2454.05,2484.24,2454.05,2465.6,82414.51
2018-10-16,2393.93,2410.5,2351.22,2384.88,50799.6
2018-10-17,2475.73,2479.75,2449.74,2467.62,54714.72
2018-10-18,2469.77,2530.64,2430.97,2497.32,48290.14
2018-10-19,2617.9,2683.66,2617.9,2657.29,13089.49
2018-10-20,2851.53,2928.02,2772.59,2864.46,28660.77
2018-10-21,2864.64,2918.74,2796.62,2860.46,55309.46
2018-10-22,2752.71,2761.84,2717.61,2746.45,49251.09
